customer_id,customer_name,segment,region,support_channel,subscription_start,subscription_status
C0418,Nicole Torres,Enterprise,South,Chat,2025-09-01,Active
C0419,Jamie Wolf,Enterprise,North,Chat,2024-12-05,Active
C0420,Paul Wilson,Enterprise,West,Chat,2026-07-27,Active
C0421,Kimberly Smith,Basic,East,Email,2024-11-04,Active
C0422,Julia Woods,Premium,West,Email,2025-04-03,Active
C0423,Teresa Torres,Premium,North,Phone,2026-02-11,Active
C0424,Michael Dean,Premium,East,Email,2024-10-31,Active
C0425,Nathaniel Lopez,Premium,East,Email,2025-05-17,Active
C0426,Christopher Sampson,Basic,West,Email,2025-07-04,Active
C0427,David Jacobs,Enterprise,South,Phone,2026-05-27,Cancelled
C0428,Kristin Sellers,Enterprise,North,Email,2025-09-14,Active
C0429,Chad Lane,Premium,South,Email,2025-08-06,Active
C0430,Natalie Davis,Enterprise,South,Email,2025-08-22,Cancelled
C0431,Mary Harrington,Enterprise,South,Phone,2025-01-19,Cancelled
C0432,Rachel Williams,Basic,South,Chat,2024-11-08,Cancelled
C0433,Brooke Scott,Basic,North,Chat,2025-05-16,Active
C0434,Joseph Khan,Basic,South,Phone,2024-08-28,Active
C0435,Robert Johnson,Premium,South,Email,2026-06-13,Active
C0436,Billy Torres,Enterprise,North,Email,2026-07-16,Active
C0437,Justin Berger,Basic,East,Email,2025-06-18,Active
C0438,Kimberly Brown,Enterprise,East,Email,2024-08-18,Cancelled
C0439,Alyssa Barker,Basic,East,Email,2024-11-11,Active
C0440,Kristin Mata,Basic,West,Phone,2025-01-05,Active
C0441,Amy Trevino,Basic,North,Chat,2026-01-02,Active
C0442,Kenneth Adams,Premium,East,Phone,2025-10-07,Active
C0443,Paige Wells,Enterprise,North,Chat,2024-10-18,Active
C0444,Suzanne Brown,Enterprise,South,Phone,2026-05-20,Cancelled
C0445,Kelly Wood,Basic,East,Chat,2025-04-07,Active
C0446,Megan Cruz,Enterprise,North,Email,2026-06-15,Active
C0447,Michael Walter,Premium,West,Chat,2026-06-25,Active
C0448,Jill Tucker,Enterprise,North,Chat,2025-09-09,Active
C0449,Justin Andrews,Enterprise,West,Email,2026-03-20,Active
C0450,James Knapp,Basic,East,Phone,2025-01-27,Active
C0451,Crystal Johnson,Basic,North,Email,2026-02-13,Active
C0452,Ana Mathis,Premium,East,Chat,2024-11-09,Active
C0453,Danny Mitchell,Enterprise,East,Chat,2026-01-19,Cancelled
C0454,Jermaine Brown,Enterprise,West,Email,2024-10-14,Active
C0455,Eric Carter,Enterprise,North,Phone,2026-04-26,Cancelled
C0456,Jason Sanders,Enterprise,South,Chat,2025-06-18,Cancelled
C0457,Ashley Avila,Premium,South,Chat,2025-06-11,Active
C0458,Kristina Jones,Premium,West,Chat,2026-02-06,Active
C0459,Bonnie Myers,Premium,North,Chat,2026-01-26,Cancelled
C0460,William Deleon,Premium,East,Phone,2025-11-29,Active
C0461,Gerald Reyes,Premium,East,Email,2025-05-08,Active
C0462,Robert Jones,Enterprise,West,Email,2025-10-08,Active
C0463,Stephanie Cooper,Basic,North,Email,2025-04-07,Active
C0464,Misty Strong,Premium,North,Phone,2026-06-18,Active
C0465,Virginia Harvey,Enterprise,East,Email,2026-03-12,Cancelled
C0466,Cynthia Navarro,Enterprise,North,Phone,2026-04-12,Active
C0467,Dr. Alexis Peterson MD,Enterprise,East,Phone,2025-12-15,Active
C0468,Sean Davis,Basic,West,Chat,2025-08-22,Active
C0469,Ralph Mclaughlin,Enterprise,West,Phone,2024-10-07,Active
C0470,Rodney Peterson,Basic,East,Phone,2026-01-21,Active
C0471,Juan Daniel,Premium,East,Email,2026-05-05,Active
C0472,Carlos Johnson,Enterprise,South,Email,2025-09-25,Active
C0473,Patrick Patel,Enterprise,West,Email,2026-01-22,Active
C0474,Matthew Small,Basic,East,Phone,2026-08-01,Active
C0475,Christopher Delgado,Premium,North,Chat,2025-09-26,Active
C0476,Michelle Lindsey,Enterprise,South,Chat,2024-10-31,Active
C0477,Paula Martinez,Enterprise,North,Phone,2025-07-18,Active
C0478,Evelyn Clark,Enterprise,East,Email,2025-06-06,Active
C0479,Kimberly Flores,Basic,East,Phone,2024-12-01,Active
C0480,Lisa Garza,Premium,East,Chat,2025-12-02,Active
C0481,Regina Freeman,Basic,South,Email,2024-09-02,Active
C0482,Barbara Estrada,Enterprise,West,Email,2025-09-18,Cancelled
C0483,Eric Castillo,Basic,North,Email,2026-05-22,Active
C0484,Dawn Wheeler,Enterprise,South,Chat,2025-07-24,Active
C0485,Robert Coleman,Premium,West,Chat,2025-12-10,Active
C0486,Alexander Glenn,Basic,East,Chat,2025-07-15,Active
C0487,Mr. Charles Williamson DDS,Enterprise,East,Phone,2026-05-12,Active
C0488,Sean Pollard,Enterprise,North,Email,2024-10-28,Active
C0489,William Murray,Basic,South,Phone,2024-12-18,Active
C0490,Anthony Tran,Basic,North,Chat,2026-06-11,Active
C0491,James Brown,Premium,West,Chat,2025-08-19,Cancelled
C0492,Rachel Guerrero,Enterprise,West,Chat,2026-05-14,Active
C0493,Janice Woods,Premium,South,Phone,2025-04-07,Active
C0494,Michael Jacobs,Basic,East,Chat,2026-07-15,Active
C0495,James Harris,Basic,East,Phone,2025-02-05,Active
C0496,William Griffin,Enterprise,West,Phone,2026-07-07,Active
C0497,Daniel Ford,Enterprise,East,Email,2025-06-07,Active
C0498,Jonathan Myers,Basic,West,Phone,2025-08-15,Active
C0499,Matthew Nunez,Basic,North,Email,2025-07-03,Active
C0500,Rebecca Gonzales,Premium,South,Email,2026-01-21,Active
